Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
19.75,1,0.13435434864566165,179.86599999999999,14,1,0,1,2696.49
5.325,1,0.48179028632798315,55.5298,15,2,2,0,53.9298
12.857645184136183,1,0.24004283367765847,115.4518,28,2,0,0,113.8518
12.857645184136183,0,0.21416136206141387,152.3682,28,1,2,3,2287.0229999999997
12.857645184136183,1,0.1449212579299531,185.1924,28,2,0,0,555.2772
6.71,1,0.17241710181997608,66.6142,6,2,1,1,1120.5414
14.35,0,0.28377291096931717,79.296,26,0,2,1,719.064
15.2,0,0.25716148385586685,47.8034,14,1,0,1,437.4306
5.82,1,0.25716148385586685,256.633,14,1,0,1,2050.6639999999998
5.59,1,0.2383975545176586,61.9168,4,1,2,2,1214.4192
18.5,1,0.24951336837933152,148.0418,16,2,0,1,2059.9852
12.857645184136183,1,0.2991864669399336,133.1626,28,1,2,3,3672.5528
14.0,1,0.2458191652414433,153.5656,16,2,0,1,3089.312
7.605,0,0.4651053730070209,165.021,15,2,2,0,815.605
12.857645184136183,0,0.3682558852211326,61.1536,28,2,0,0,61.2536
9.6,0,0.29176351896698804,107.12799999999999,11,2,1,1,1278.336
17.7,1,0.35009343467137455,103.8674,6,2,1,1,1528.011
15.7,0,0.25716148385586685,43.376999999999995,15,2,2,0,129.83100000000002
13.65,0,0.27869513989303796,55.093,6,2,1,1,1301.639
14.6,1,0.20785045826266538,110.1254,6,2,1,1,1844.9318
15.6,0,0.29701156711481796,220.1798,6,2,1,1,5068.7354
20.25,0,0.19051465560423428,217.5482,26,0,2,1,1095.241
8.02,0,0.43188982275575794,151.9998,15,2,2,0,307.5996
18.35,0,0.3146848026200185,93.8462,26,0,2,1,1295.6468
16.6,0,0.25716148385586685,118.8124,16,2,0,1,2607.2728
10.0,1,0.2513217221013735,228.6668,9,2,1,1,3455.502
16.1,1,0.2518527704830741,179.4318,14,1,0,1,2345.6134
13.0,1,0.37387846153529625,196.2426,15,2,2,0,197.7426
16.1,1,0.21925389392209207,126.5362,6,2,1,1,1761.7068
19.0,0,0.3348095473549104,105.5622,14,1,0,1,1905.5196
17.6,0,0.10018979988002771,163.5552,9,2,1,1,3086.6488
6.32,0,0.113092369327024,39.1822,6,2,1,1,1060.6194
9.3,1,0.1828432908257779,153.1314,9,2,1,1,4653.942
11.1,1,0.1903452389738183,175.0712,6,2,1,1,3339.6528
12.857645184136183,0,0.29387235664485356,151.2682,28,1,2,3,2439.4912
6.15,0,0.21501731325639803,99.4384,26,0,2,1,1379.5376
20.85,0,0.31243916847924175,223.9746,16,2,0,1,897.4984
17.1,1,0.2163528437529768,141.4838,16,2,0,1,1404.838
13.15,1,0.1952111164867411,86.3856,4,1,2,2,615.1992
16.5,1,0.30634381338620176,95.7068,9,2,1,1,1069.2748
11.65,0,0.20185157170554804,185.924,6,2,1,1,4101.3279999999995
13.15,0,0.15109947716653424,160.292,14,1,0,1,4793.76
19.35,1,0.2772695727987476,113.9518,14,1,0,1,1138.518
19.35,1,0.14663242138081198,122.2098,11,2,1,1,2771.7254
16.5,1,0.2822184260462098,101.4332,26,0,2,1,1948.1308
21.35,0,0.26231557902648484,258.5278,9,2,1,1,5206.556
16.0,1,0.33995669135935536,57.5246,9,2,1,1,173.7738
20.5,0,0.37837067936086166,34.919000000000004,26,0,2,1,73.238
19.75,1,0.1341941541200659,180.46599999999998,26,0,2,1,3415.554
17.6,0,0.1256016600208771,179.1976,6,2,1,1,3803.0496
4.615,1,0.32001215289422996,234.33,6,2,1,1,3961.51
5.88,0,0.06005602384440715,154.1998,4,1,2,2,1384.1982
11.8,1,0.3062700393443668,126.0704,14,1,0,1,1251.704
17.35,0,0.25716148385586685,101.9016,26,0,2,1,1821.6288
12.35,1,0.1837412909500747,196.9426,16,2,0,1,5141.3076
12.857645184136183,0,0.1764410808173652,111.0228,28,1,2,3,3205.1612
9.0,0,0.2866667786821487,214.1534,11,2,1,1,1720.4272
6.235,0,0.3447591420107667,263.291,14,1,0,1,3418.883
9.6,0,0.25716148385586685,244.817,9,2,1,1,4374.306
16.75,0,0.32472896544657054,156.16299999999998,6,2,1,1,782.315
17.1,1,0.21652096434294762,141.3838,14,1,0,1,1685.8056
6.825,1,0.27938687513911603,154.5998,15,2,2,0,153.7998
6.78,1,0.3754408834956577,92.212,6,2,1,1,4101.3279999999995
16.0,1,0.327394172214473,181.9634,4,1,2,2,3453.5046
15.0,0,0.3923776357031578,105.9938,9,2,1,1,1179.1318
7.39,0,0.30522262858444815,251.3066,4,1,2,2,1004.0264
17.6,0,0.23725918317317035,42.5454,16,2,0,1,419.454
12.65,1,0.3950239992709304,239.6538,16,2,0,1,3845.6608
17.85,0,0.21086367871210063,127.102,16,2,0,1,2024.0320000000002
11.15,1,0.09095608830639101,150.4708,26,0,2,1,1956.1204
15.7,0,0.17520794787908453,42.876999999999995,9,2,1,1,1168.479
14.65,0,0.25716148385586685,56.4614,15,2,2,0,55.2614
12.857645184136183,0,0.3182467596064412,55.0956,28,1,2,3,2020.0372
18.25,0,0.11090542367260495,160.4894,11,2,1,1,3073.9986
20.7,1,0.25716148385586685,98.7042,6,2,1,1,1884.8798
15.85,0,0.2394022618940765,53.3956,16,2,0,1,1364.89
6.575,1,0.2750002763634975,145.7444,14,1,0,1,3193.1768
17.75,0,0.17483969514958553,177.86599999999999,11,2,1,1,2336.958
12.857645184136183,0,0.4454490329992872,185.2924,28,2,0,0,370.1848
12.857645184136183,1,0.17198466792130046,143.5786,28,1,2,3,3756.4436
12.857645184136183,0,0.4616551548504576,44.9428,28,2,0,0,175.7712
16.7,1,0.34660922232393065,181.2976,6,2,1,1,3078.6592
10.85,0,0.1693513920816714,115.1808,16,2,0,1,2109.2544
10.0,0,0.3159186968192924,113.7544,14,1,0,1,3243.7776
13.65,1,0.2110128977100689,37.9532,15,2,2,0,71.9064
19.0,1,0.40358670320019213,46.8718,15,2,2,0,189.0872
9.6,1,0.14968130477785127,102.499,6,2,1,1,2579.975
12.0,0,0.2756367936252343,124.1388,6,2,1,1,1486.0656
5.925,1,0.31056253798550787,43.8086,9,2,1,1,312.2602
13.0,0,0.2044911122763041,254.5014,9,2,1,1,4845.0266
8.18,1,0.28786748513856164,58.5588,6,2,1,1,171.7764
12.8,0,0.27606935541635186,96.541,11,2,1,1,1834.279
19.2,0,0.35256484226309354,89.7488,11,2,1,1,2082.6224
14.5,1,0.311770954387993,159.4262,16,2,0,1,2705.1454
5.19,0,0.20703132130187452,196.81099999999998,6,2,1,1,3731.809
13.3,1,0.26719487270529724,61.0536,26,0,2,1,1592.5936
19.6,0,0.20311771710020768,88.8514,26,0,2,1,2125.2336
17.75,0,0.186402993538194,248.275,9,2,1,1,998.7
12.35,0,0.3056821944438374,119.1124,14,1,0,1,3673.8844
14.35,0,0.13047834303055814,109.8228,26,0,2,1,2099.9332
6.365,0,0.08580902633173272,63.2536,11,2,1,1,1225.072
12.857645184136183,0,0.12035190900023147,143.9102,28,1,2,3,3062.0142
12.857645184136183,1,0.10925741622425454,184.7924,28,1,2,3,4442.2176
14.75,0,0.1812814827829914,238.6906,26,0,2,1,4278.4308
12.15,0,0.1244377876691803,211.9928,14,1,0,1,631.1784
6.59,0,0.16175040030862367,121.5098,26,0,2,1,602.549
12.6,1,0.2718831329818016,255.6356,16,2,0,1,2797.6916
12.857645184136183,0,0.29385779383912897,149.8734,28,2,0,0,445.4202
12.857645184136183,0,0.19941995888074995,83.9908,28,1,2,3,2348.9424
12.857645184136183,1,0.1262935706993828,47.7402,28,1,2,3,1975.4286
12.857645184136183,1,0.2863608894384846,59.2588,28,1,2,3,1374.2112
7.325,0,0.30546303868062336,92.7146,26,0,2,1,2006.7212
12.857645184136183,0,0.3784169512587934,175.83700000000002,28,2,0,0,352.874
15.1,1,0.1412981917789467,130.531,14,1,0,1,908.817
12.857645184136183,1,0.3407474093812013,164.12099999999998,28,1,2,3,6035.477
8.51,1,0.2798911949311732,172.9422,26,0,2,1,1379.5376
12.857645184136183,0,0.48749496817915977,170.2106,28,2,0,0,171.1106
20.35,1,0.1763592101365846,257.2672,6,2,1,1,2045.3376
17.85,0,0.13452664791780103,96.9094,4,1,2,2,1332.9316
18.25,0,0.2793585796069274,258.4962,4,1,2,2,2848.9582
17.6,0,0.28681624779638965,160.49200000000002,26,0,2,1,1278.336
10.895,0,0.16395169715498525,106.428,16,2,0,1,1491.392
11.85,0,0.47123598228488456,99.6726,15,2,2,0,195.7452
12.857645184136183,0,0.37761058115471285,35.919000000000004,28,1,2,3,585.904
14.1,0,0.35537724322190356,88.6198,4,1,2,2,1133.8574
15.15,1,0.11072931409522954,131.7284,9,2,1,1,1186.4556
17.25,0,0.24226118137250136,91.61200000000001,15,2,2,0,93.212
17.6,0,0.13777640581754194,237.05900000000003,4,1,2,2,2836.308
14.6,0,0.24373172136593135,179.6976,16,2,0,1,3621.952
10.1,0,0.16449700301221296,76.467,9,2,1,1,1761.0410000000002
10.5,0,0.26691653751688,119.2098,9,2,1,1,1325.6078
12.6,0,0.08634265458045635,186.9556,9,2,1,1,3942.8676
18.7,0,0.21468179475679813,153.6682,16,2,0,1,3506.7686
5.985,0,0.3101379628487941,127.1678,4,1,2,2,3560.6984
12.1,0,0.33893075989057114,221.4114,16,2,0,1,5099.3622
13.0,1,0.2892122334895258,196.0426,14,1,0,1,2570.6538
19.2,1,0.15154303679153325,181.695,11,2,1,1,2563.33
5.78,0,0.12076665102585232,146.3102,11,2,1,1,2187.153
7.17,1,0.24437006567908437,130.9968,9,2,1,1,2348.9424
20.85,1,0.24944834936314975,88.1514,16,2,0,1,1682.4766
18.75,0,0.1853663588680535,215.7218,14,1,0,1,4274.436
7.5,0,0.22518601866012908,123.4072,26,0,2,1,3185.1872
10.395,1,0.1922440558248811,230.5352,11,2,1,1,4580.704000000001
12.8,1,0.1533980214996269,223.5404,16,2,0,1,1800.3232
11.65,1,0.2422435902144781,170.4422,26,0,2,1,517.3266
20.2,0,0.2544172714262929,258.0646,6,2,1,1,5668.6212
11.35,1,0.25716148385586685,103.0016,9,2,1,1,2125.2336
8.71,1,0.34752474875899125,186.5924,15,2,2,0,555.2772
8.31,1,0.3404584732386609,177.3028,11,2,1,1,1948.1308
19.0,1,0.33144795971615215,188.8214,15,2,2,0,188.4214
7.5,0,0.2255080951983764,121.7072,11,2,1,1,367.5216
6.525,0,0.3004924425006393,84.6882,16,2,0,1,601.2174
12.857645184136183,0,0.17054192446433808,122.0098,28,2,0,0,361.5294
12.857645184136183,0,0.16361415586678313,77.0354,28,1,2,3,2332.2974
6.985,1,0.3709183899458208,182.8608,14,1,0,1,4042.7376
11.3,0,0.25848900363458405,192.2478,11,2,1,1,1356.2346
6.115,1,0.10858535812898533,189.053,15,2,2,0,948.765
9.5,1,0.19215041243775668,194.2452,15,2,2,0,782.9808
15.7,0,0.35034609887937956,134.2942,11,2,1,1,1192.4478
16.0,0,0.2999521495172188,143.2154,16,2,0,1,1701.7848
13.1,1,0.3149396640628169,198.7768,4,1,2,2,3153.2288
12.857645184136183,0,0.25716148385586685,39.0164,28,1,2,3,1042.6428
16.85,0,0.1913008416081853,90.6488,6,2,1,1,633.8416
12.857645184136183,0,0.20450238873910495,107.62799999999999,28,2,0,0,213.05599999999998
14.85,1,0.1289786338894935,157.563,15,2,2,0,312.926
18.2,0,0.3001401306056889,197.21099999999998,11,2,1,1,3142.5759999999996
11.0,0,0.09465962708567999,119.1756,14,1,0,1,1696.4584
21.1,1,0.4030117802248465,64.9168,6,2,1,1,639.168
15.2,0,0.2371453267513404,110.7912,15,2,2,0,109.1912
12.857645184136183,0,0.2673921745302207,37.7506,28,1,2,3,796.9626
9.06,0,0.09895184182217125,213.25599999999997,14,1,0,1,4687.232
11.5,0,0.26985345096922514,191.253,26,0,2,1,3036.048
11.15,0,0.27083996381627284,66.8142,9,2,1,1,2372.9112
13.5,1,0.26078736357423454,57.2562,11,2,1,1,770.3306
15.1,1,0.2956465169759319,221.8456,16,2,0,1,663.1368
8.3,1,0.17377637353794675,98.2384,14,1,0,1,2167.8448
14.15,1,0.15634097671435981,196.41099999999997,14,1,0,1,2749.7540000000004
12.857645184136183,0,0.18285605267532165,107.3912,28,1,2,3,3057.3536
8.365,1,0.19961069360131986,190.1188,16,2,0,1,1904.1879999999999
11.85,1,0.2362308764746895,53.0666,14,1,0,1,512.6659999999999
19.6,0,0.21883465447684466,42.277,9,2,1,1,605.878
19.0,1,0.2563902825771679,189.6214,14,1,0,1,2826.321
18.25,0,0.27584363505435466,212.9218,14,1,0,1,3846.9924
19.85,1,0.14459809127370943,63.5194,14,1,0,1,557.2746
12.85,0,0.17515371820204104,251.704,11,2,1,1,3542.0559999999996
12.857645184136183,0,0.3337385623508317,106.7622,28,1,2,3,2964.1416
19.6,0,0.19934490964155568,163.7526,4,1,2,2,2960.1468
15.7,1,0.13797619359875093,60.5536,6,2,1,1,490.0288
13.3,0,0.25212332299888485,151.3708,16,2,0,1,3611.2992
10.395,0,0.3354904663325025,59.022,4,1,2,2,1378.2060000000001
10.5,1,0.11616330745979989,143.7154,9,2,1,1,3119.9388
19.35,0,0.34366083425377414,224.8088,16,2,0,1,2013.3792
14.1,0,0.25849628624024756,198.9084,26,0,2,1,4761.8016
8.6,1,0.20051317911798217,188.753,16,2,0,1,7590.12
17.1,0,0.1970180575480329,166.4842,11,2,1,1,1326.2736
12.857645184136183,1,0.2763131068190577,32.8558,28,1,2,3,713.0718
20.5,0,0.1811619082478433,38.9822,14,1,0,1,982.055
15.1,1,0.31024158650961026,134.4942,14,1,0,1,2119.9072
6.69,1,0.25716148385586685,176.937,6,2,1,1,4234.488
12.857645184136183,0,0.25716148385586685,121.044,28,1,2,3,2396.88
7.905,0,0.10001993301337489,250.7408,26,0,2,1,5757.8384
18.0,0,0.3527776183376718,118.5124,16,2,0,1,1303.6364
7.84,1,0.39289083598373736,50.835,6,2,1,1,599.22
15.15,1,0.2579753244013853,144.67600000000002,6,2,1,1,3954.8520000000003
15.2,1,0.41677757737191184,175.8054,15,2,2,0,1050.6324
19.85,0,0.23243417132599073,197.2768,16,2,0,1,6503.5344
12.857645184136183,0,0.18772125612194268,231.601,28,1,2,3,5972.226
7.325,0,0.3055902174481375,91.3146,16,2,0,1,1641.8628
5.88,0,0.15791704151230798,148.4392,11,2,1,1,2087.9488
10.695,1,0.2462808721764644,174.7712,9,2,1,1,3339.6528
12.857645184136183,0,0.2629132176213284,106.0938,28,1,2,3,2787.0388
20.25,0,0.16110014587206306,179.5976,16,2,0,1,2535.3664
8.05,1,0.28079161312261447,257.0646,6,2,1,1,8760.5964
11.65,0,0.1839885458391364,112.186,9,2,1,1,1018.674
19.35,0,0.3440091350531262,222.6088,11,2,1,1,1789.6704
7.235,0,0.24108341709872955,115.8834,9,2,1,1,1382.2008
12.15,0,0.12432941325366255,209.9928,9,2,1,1,5259.82
8.615,0,0.3408111295131073,94.1436,26,0,2,1,1512.6976
6.765,1,0.295398210895056,105.0306,16,2,0,1,2090.612
10.3,1,0.10548127795964551,87.25399999999999,16,2,0,1,1211.756
13.15,1,0.19536492264477776,89.4856,6,2,1,1,1230.3984
8.84,1,0.27667242724926533,109.5228,9,2,1,1,1657.842
8.26,1,0.25716148385586685,122.573,11,2,1,1,739.038
20.1,0,0.27373564071928963,108.9228,4,1,2,2,1105.228
9.695,0,0.25716148385586685,185.1898,9,2,1,1,2619.2572
18.85,0,0.4093701137112967,194.6136,16,2,0,1,2721.7904
18.25,0,0.23306333259438303,140.9154,14,1,0,1,6381.693
12.857645184136183,1,0.2465767953397075,44.4744,28,1,2,3,769.6648
5.32,0,0.25716148385586685,101.7674,26,0,2,1,1120.5414
8.115,1,0.17931197952172634,157.3972,9,2,1,1,1869.5664
15.1,0,0.23630500417892128,139.8496,16,2,0,1,1411.496
8.42,0,0.2663983502201168,215.9192,6,2,1,1,1941.4728
9.0,0,0.2863494595769302,216.2534,9,2,1,1,4301.068
8.18,1,0.28764085419147256,57.3588,4,1,2,2,343.5528
12.857645184136183,0,0.10586138106032814,191.4188,28,1,2,3,3998.7948
15.35,0,0.11852352087244118,36.719,11,2,1,1,585.904
20.6,1,0.21443504610953873,177.0344,26,0,2,1,535.3032
9.3,0,0.2055632676331061,124.4388,26,0,2,1,1609.9044
19.6,0,0.25716148385586685,42.876999999999995,14,1,0,1,649.155
11.3,0,0.23753767280160004,247.8118,9,2,1,1,2223.1062
12.857645184136183,0,0.4126190361580522,124.8704,28,1,2,3,2127.8968
15.3,1,0.2911170967153939,215.5218,9,2,1,1,4060.7142
8.235,0,0.12058798447606627,184.495,6,2,1,1,3844.995
15.2,0,0.3029245830235638,228.5352,16,2,0,1,1832.2816
12.857645184136183,0,0.26429468969315295,110.9912,28,1,2,3,1310.2944
9.0,0,0.19749479233640566,37.019,11,2,1,1,659.1419999999999
9.0,1,0.22495139475006595,150.9024,11,2,1,1,4402.2696
15.35,1,0.33644585745703576,190.8504,9,2,1,1,3643.2576
12.857645184136183,1,0.3665073164344745,35.0558,28,2,0,0,33.9558
20.1,1,0.23363263256660016,193.382,9,2,1,1,4247.804
10.3,1,0.13646664794007363,87.854,15,2,2,0,259.66200000000003
12.35,0,0.3054159655289815,118.7124,9,2,1,1,2607.2728
8.88,0,0.2948850606592338,152.5682,11,2,1,1,1372.2138
15.85,0,0.36999397292388425,176.437,15,2,2,0,529.311
14.1,0,0.3000717947425249,140.1496,4,1,2,2,846.8976
20.25,0,0.1193794831618901,148.6418,11,2,1,1,2648.5524
16.5,0,0.1889746702603288,93.61200000000001,14,1,0,1,1584.604
13.6,1,0.20893816070789942,156.7946,16,2,0,1,3629.2758
12.857645184136183,1,0.32949668738850774,42.9112,28,1,2,3,809.6128
20.35,0,0.3007992918874644,119.5466,15,2,2,0,117.8466
7.275,0,0.16715967516120628,145.076,9,2,1,1,1611.236
19.7,0,0.20428046162078253,109.2912,9,2,1,1,2402.2064
12.857645184136183,0,0.31557868907770054,109.1886,28,1,2,3,4225.1668
12.857645184136183,0,0.543083063628392,47.106,28,2,0,0,139.81799999999998
14.15,0,0.0939670474155701,196.81099999999998,4,1,2,2,4517.4529999999995
19.0,0,0.2602351340614868,130.8626,4,1,2,2,1573.9512
12.857645184136183,0,0.2457758816483017,234.5616,28,1,2,3,6796.4864
20.5,0,0.25716148385586685,37.119,4,1,2,2,842.237
6.96,0,0.277837292313325,89.9146,16,2,0,1,1277.0044
15.35,0,0.11776688413981241,62.5168,4,1,2,2,447.4176
17.1,0,0.25940363143179007,114.586,11,2,1,1,1584.604
10.195,1,0.3833541117556978,142.2838,11,2,1,1,1685.8056
12.857645184136183,0,0.13649938461399744,82.9908,28,2,0,0,503.3448
5.78,0,0.310702561946309,162.8552,14,1,0,1,3574.0144
6.385,0,0.2898418810317101,108.2596,11,2,1,1,1186.4556
12.857645184136183,0,0.07509290246088507,184.9924,28,1,2,3,3146.5708
9.3,0,0.12656761039065248,248.5092,9,2,1,1,6474.2392
13.65,1,0.3631428644486905,188.024,15,2,2,0,745.696
9.195,0,0.33891580517880837,59.0246,9,2,1,1,1853.5872
9.17,0,0.32115249025968956,141.747,14,1,0,1,3006.087
12.6,0,0.23704704385416833,53.2982,11,2,1,1,736.3748
14.85,0,0.13666268693392503,188.7214,6,2,1,1,3956.8494
19.35,1,0.14689766165599777,120.5098,6,2,1,1,1807.6470000000002
18.7,0,0.25716148385586685,52.2324,9,2,1,1,467.3916
5.46,1,0.17956241533238518,187.62400000000002,11,2,1,1,3542.0559999999996
8.785,0,0.16112949450674757,120.9414,9,2,1,1,1949.4624
12.6,0,0.310495658584786,210.8612,11,2,1,1,3344.9792
8.76,0,0.2241798474439663,127.3336,4,1,2,2,2684.5056
12.3,1,0.24131850529953147,58.7562,11,2,1,1,592.562
19.6,0,0.15469717838409336,103.1964,26,0,2,1,736.3748
12.857645184136183,0,0.5329783100652408,105.5622,28,2,0,0,211.7244
8.155,1,0.1835540492607014,76.2354,4,1,2,2,1279.0018
12.857645184136183,1,0.15302615462724012,223.8404,28,1,2,3,7201.2928
7.97,0,0.18613927312633408,171.2422,6,2,1,1,3103.9596
18.85,0,0.3771196216056651,167.6132,4,1,2,2,1522.0188
11.1,0,0.33301133614338113,191.5846,11,2,1,1,2101.9306
9.6,0,0.0819055370533641,164.6184,14,1,0,1,2972.1312
9.27,0,0.3215886456328954,148.105,15,2,2,0,149.805
13.35,0,0.1793892248715067,61.2194,16,2,0,1,433.4358
11.3,1,0.25829707315414935,260.8962,9,2,1,1,4920.9278
19.0,0,0.35890760510192593,107.6622,6,2,1,1,1164.4842
12.3,0,0.33391654496295925,35.6874,11,2,1,1,846.8976
6.425,0,0.10245620039802374,118.3808,6,2,1,1,2812.3392
11.5,1,0.14371361452555564,84.954,4,1,2,2,865.54
5.19,0,0.20660869052389835,195.91099999999997,14,1,0,1,2946.165
12.15,0,0.14732758397530316,163.5184,26,0,2,1,3137.2496
15.25,0,0.16325190351110763,86.6198,14,1,0,1,1657.1762
11.8,1,0.32705977435325184,221.6772,26,0,2,1,3113.2808
15.7,1,0.17517691628750634,253.4724,11,2,1,1,1510.0344
16.75,1,0.09050817090185836,103.5674,16,2,0,1,1629.8784
10.8,1,0.21958629738669944,42.2138,14,1,0,1,690.4346
11.8,1,0.3271650088258217,220.3772,9,2,1,1,4447.544
12.857645184136183,0,0.17994811752280157,166.1842,28,1,2,3,5470.8786
7.81,1,0.18450881550755235,168.7158,14,1,0,1,2673.8528
11.1,1,0.18980917786029208,177.2712,16,2,0,1,3339.6528
12.85,0,0.25716148385586685,38.3164,9,2,1,1,502.0132
10.5,1,0.15807064876187482,216.7508,9,2,1,1,3038.7112
6.135,0,0.33916427583104913,161.0236,16,2,0,1,1288.9888
12.857645184136183,0,0.2622325780676383,216.9166,28,1,2,3,4354.332
12.857645184136183,0,0.08201833941259723,125.17299999999999,28,1,2,3,3202.498
9.3,0,0.12683713572924926,249.6092,4,1,2,2,5976.2208
16.6,0,0.25716148385586685,54.6614,6,2,1,1,884.1824
8.51,0,0.2278949012154506,142.947,9,2,1,1,3006.087
8.645,0,0.37978138448323134,95.441,6,2,1,1,3282.3940000000002
8.6,1,0.23332192353055894,128.83100000000002,26,0,2,1,1038.6480000000001
12.857645184136183,0,0.1818221631155014,196.4768,28,1,2,3,6306.4576
14.5,0,0.29963008360309884,158.4604,16,2,0,1,2693.8268
6.65,0,0.23102547045726365,149.5734,14,1,0,1,2524.0478
20.1,1,0.14968825939264577,225.9036,26,0,2,1,3643.2576
15.25,1,0.25670324501260205,179.266,16,2,0,1,1438.128
17.7,0,0.2971619104124888,182.3292,6,2,1,1,4195.8716
7.075,0,0.15022308411159718,97.3068,16,2,0,1,1263.6884
11.5,0,0.25716148385586685,129.3652,26,0,2,1,2066.6432
5.82,1,0.2788483942933866,254.533,6,2,1,1,1281.665
8.785,0,0.14355910977712283,155.1656,14,1,0,1,4016.1056
5.465,1,0.25716148385586685,129.1626,16,2,0,1,3672.5528
12.857645184136183,0,0.1143085648584567,140.9154,28,1,2,3,2127.231
12.857645184136183,1,0.3675842787715492,52.56399999999999,28,1,2,3,2290.3520000000003
15.7,1,0.17499955428514669,252.2724,16,2,0,1,1258.362
7.39,0,0.30447607952021455,251.9066,26,0,2,1,4267.1122
12.857645184136183,0,0.2072234518581331,102.9332,28,2,0,0,102.5332
6.8,0,0.19362324240648385,48.6034,9,2,1,1,291.6204
12.857645184136183,1,0.16060913112273534,80.2302,28,1,2,3,2139.2154
11.5,0,0.21474422693055104,120.2124,9,2,1,1,1540.6612
17.6,1,0.23058826726440354,45.606,9,2,1,1,1724.422
7.75,1,0.2879496778952878,34.9558,9,2,1,1,645.1602
12.857645184136183,0,0.2864065187805613,148.6076,28,1,2,3,3990.8052
18.6,0,0.27744390063578617,161.8236,14,1,0,1,1611.236
5.73,0,0.21300670177250294,86.0882,16,2,0,1,1116.5466
12.15,0,0.16924157881560903,149.0708,14,1,0,1,1203.7664
5.44,1,0.13056703642190856,174.637,26,0,2,1,2999.429
17.7,1,0.20630702363225542,165.021,11,2,1,1,3425.5409999999997
12.857645184136183,0,0.4263440676261369,240.6196,28,1,2,3,4579.3724
12.1,0,0.12966396955206946,180.666,26,0,2,1,4134.6179999999995
8.355,0,0.25716148385586685,145.6418,26,0,2,1,3384.2614
6.26,1,0.12851796372492058,151.1366,15,2,2,0,453.4098
15.75,0,0.3673695646076305,101.37,26,0,2,1,2097.27
5.905,0,0.21357493298605995,221.5456,26,0,2,1,6852.4136
16.0,0,0.31485875563496724,210.3902,16,2,0,1,1486.7314
20.25,0,0.11925861394465391,148.9418,16,2,0,1,3531.4032
5.175,0,0.19353836312214692,83.4224,14,1,0,1,1448.7808
9.0,0,0.28156613610304776,77.2644,26,0,2,1,1335.5948
15.6,1,0.21409202460624263,168.2132,14,1,0,1,2367.5848
5.175,1,0.17209331189793517,107.7622,4,1,2,2,2011.3818
12.857645184136183,0,0.25716148385586685,175.4028,28,1,2,3,6729.9064
18.7,0,0.2400560351251349,83.3566,14,1,0,1,1860.2452
17.6,0,0.12524793411469906,182.6976,16,2,0,1,3440.8544
18.2,0,0.40368355800057054,43.5086,26,0,2,1,1070.6064
13.15,0,0.157007225948362,179.5686,16,2,0,1,1422.1488
8.6,1,0.3019864533385562,130.231,15,2,2,0,129.83100000000002
12.857645184136183,1,0.24195559303310185,168.6448,28,1,2,3,3408.8959999999997
20.35,0,0.29934648987419243,262.1594,14,1,0,1,3139.9128
7.39,0,0.2603207559915267,140.6812,9,2,1,1,3704.5112
19.6,0,0.2033601878441304,88.7514,14,1,0,1,2656.542
16.25,0,0.38198600497924007,95.441,15,2,2,0,193.082
6.28,0,0.1665778376615569,86.5198,14,1,0,1,1395.5168
9.395,0,0.3990010877178156,226.072,26,0,2,1,3621.952
7.72,0,0.2286365915596189,79.1986,6,2,1,1,778.9860000000001
12.65,0,0.20536794297065938,106.4938,26,0,2,1,2465.4574
12.857645184136183,0,0.24069408592651378,175.1738,28,2,0,0,347.5476
16.75,0,0.25716148385586685,88.7856,11,2,1,1,966.7416
15.5,1,0.16211143081226567,102.3332,26,0,2,1,922.7988
8.88,0,0.29481541004499745,153.3682,14,1,0,1,1219.7456
18.25,0,0.2744948560538066,126.3046,11,2,1,1,747.0276
8.935,0,0.20102248381710938,52.9298,6,2,1,1,539.298
16.0,0,0.3148289853237786,210.7902,9,2,1,1,4460.1942
19.7,0,0.23116989855947942,55.093,4,1,2,2,1018.674
20.6,0,0.15312904362007881,93.9778,9,2,1,1,2816.3340000000003
19.25,0,0.32867983509792625,32.4558,16,2,0,1,101.8674
14.15,1,0.15621958263930935,198.31099999999998,16,2,0,1,2553.343
6.63,1,0.1046971012015137,58.2588,11,2,1,1,343.5528
11.8,1,0.16235148598026444,39.6138,16,2,0,1,365.5242
12.857645184136183,0,0.1904491795729244,85.9566,28,2,0,0,169.1132
12.85,0,0.37044277290831307,155.563,16,2,0,1,4224.501
11.6,1,0.3805680320258127,239.8222,6,2,1,1,4063.3774
12.857645184136183,1,0.1707566953299343,97.0726,28,2,0,0,293.6178
12.15,1,0.24239679247052753,161.0552,6,2,1,1,3411.5592
4.635,0,0.375643655609941,128.2994,14,1,0,1,2698.4874
19.6,0,0.1559666374581436,48.5718,4,1,2,2,425.4462
20.2,1,0.3485687062832807,95.0752,11,2,1,1,2588.6304
12.857645184136183,1,0.4008162696298642,185.2266,28,1,2,3,5901.6512
9.395,1,0.33029739780991313,44.6112,16,2,0,1,511.3344
11.395,1,0.26376886283259443,232.8616,9,2,1,1,2812.3392
19.5,1,0.16570485508879937,158.792,4,1,2,2,2556.672
